status,issue,title,validator comment 1,validator comment 2,validator comment 3,root cause 1,root cause 2,root cause 3,merged root cause,primary finding,proposed root cause group,,,,,
Unsatisfactory,validation-481,An attacker can force a sellCreditMarket/buyCreditMarket call to match with a non-optimal offer by front-running the victim,,frontrun to change apr,Intended design. Known Solidified issue 7.,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditLimit.sol#L57,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditLimit.sol#L29""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditLimit.sol#L57,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditLimit.sol#L29""",,,,,,,
Unsatisfactory,validation-486,Insufficient Repayment Handling in repayDebt Function,,,Incorrect perceptions,,,,"""""",,,,,,,
Unsatisfactory,validation-487,the user can be frontrunned and forcefully liquidated,Acceptable risk but should be noted regardless,,Intended design. Known Solidified issue 7,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L104-L115,,,,,,,
Unsatisfactory,validation-488,Lenders can steal money from borrowers when market conditions are very volatile.,,expected behavior,Intended design. Known Solidified issue 7.,,,,"""""",,,,,,,
Unsatisfactory,validation-489,aave pool not integrated correctly,,hardcode aave addr,Similar to known readme on Chainlink configuration,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/UpdateConfig.sol#L86,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/UpdateConfig.sol#L86,,,,,,,
Unsatisfactory,validation-49,"This vulnerability can lead to unauthorized configuration changes, potentially resulting in significant security and operational risks.",,,creditPosition.lender != msg.sender in validateSetUserConfiguration will take care of it,,,,"""""",,,,,,,
Unsatisfactory,validation-490,anyone can compensate with different token,,,Invalid assumptions and insufficient proof,,,,"""""",,,,,,,
Unsatisfactory,validation-491,anyone can repay with a different token,,,Invalid assumptions and insufficient proof,,,,"""""",,,,,,,
Unsatisfactory,validation-492,Borrower can make liquidation unprofitable for legitimate loans,,future value is not accurate,Invalid assumptions and insufficient proof,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L148-L161,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L148-L161,,,,,,,
Unsatisfactory,validation-493,Borrower can make liquidation unprofitable for legitimate loans,,future value is not accurate,Invalid assumptions and insufficient proof,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L148-L161,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L148-L161,,,,,,,
Unsatisfactory,validation-495,repay does not transfer excess,,,Will revert and be circumvented by debtPosition.futureValue -= repayAmount in AccountingLibrary.sol,,,,"""""",,,,,,,
Unsatisfactory,validation-496,Incorrect Compensate Event Emission,"QA, event",QA,Low QA,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L107-L109,,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L107-L109,,,,,,,
Unsatisfactory,validation-498,Inability to Compensate Positions with Less Than 1 Hour Remaining,,,Intended design of compensate(),,,,"""""",,,,,,,
Unsatisfactory,validation-499,Inability to Compensate Positions with Less Than 1 Hour Remaining,,,Intended design of compensate(),,,,"""""",,,,,,,
Unsatisfactory,validation-5,The withdraw function in the provided code demonstrates the vulnerability,,,Inadequate proof alleging the flaw,,,,"""""",,,,,,,
Unsatisfactory,validation-50,Inconsistent State and Loss of Funds Due to Missing Token Transfer Logic in `buyCreditMarket` Function,,,Incorrect perceptions,,,,"""""",,,,,,,
Unsatisfactory,validation-500,Inability to Compensate Positions with Less Than 1 Hour Remaining,,design choice,Intended design of compensate(),,,,"""""",,,,,,,
Unsatisfactory,validation-501,Borrower can make liquidation unprofitable for legitimate loans,,future value is not accurate,Invalid assumptions and insufficient proof,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L148-L161,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L148-L161,,,,,,,
Unsatisfactory,validation-502,Borrower can make liquidation unprofitable for legitimate loans,,future value is not accurate,Invalid assumptions and insufficient proof,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L148-L161,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L148-L161,,,,,,,
Unsatisfactory,validation-503,Ordinary liquidations can become unprofitable as expiration time cannot be set,,"time sensitive liq, but maybe feature improvement",Known readme issue,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L37-L54,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L18-L23""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L37-L54,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L18-L23""",,,,,,,
Unsatisfactory,validation-508,isMultiCall boolean value can be easily manipulated,"while correct, lack of multicall is a negative outcome",isMulticall,No actual scenario given,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/Multicall.sol#L27,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/Multicall.sol#L27,,,,,,,
Unsatisfactory,validation-509,Chainlink flash crash price,,oracle minAnswer,No longer needed per Chainlink,,https://github.com/code-423n4/2024-06-size/blob/main/src/oracle/PriceFeed.sol#L84-L94,,https://github.com/code-423n4/2024-06-size/blob/main/src/oracle/PriceFeed.sol#L84-L94,,,,,,,
Unsatisfactory,validation-51,Unrestricted Borrowed Amount Transfer Vulnerability in sellCreditMarket Function,,,Devoid of coded POC alleging the claim,,,,"""""",,,,,,,
Unsatisfactory,validation-510,"The accidental input of `state.data.underlyingBorrowToken.decimals()` instead of `state.data.underlyingCollateralToken.decimals()` in the `AccountingLibrary::debtTokenAmountToCollateralTokenAmount` function leads to unprofitable liquidations being mistakenly counted as profitable, causing the protocol to charge fees incorrectly and disrupting the liquidation process.",,,Insufficient proof (lacking coded POC) alleging the flaw,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L31,,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L31,,,,,,,
Unsatisfactory,validation-511,`LiquidateWithReplacement` function allows USDC blacklisted addresses to circumvent token-level restrictions through the Size protocol,,,Readme and commonly known issue,,,,"""""",,,,,,,
Unsatisfactory,validation-513,"The borrowAToken's scaling mechanism in `NonTransferrableScaledToken::transferFrom` by the LiquidityIndex through `getReserveNormalizedIncome`, introduces variability in token values via division or multiplication of the liquidity index, potentially affecting yield calculations within protocols.",,,Unatructured proof,,,,"""""",,,,,,,
Unsatisfactory,validation-515,Inability to Update Aave Variable Pool Address in Configuration Update Function,,hardcode aave addr,Similar to known readme on Chainlink configuration,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/UpdateConfig.sol#L86,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/UpdateConfig.sol#L86,,,,,,,
Unsatisfactory,validation-516,H-01 buyCreditMarket() results in a lender losing funds due to buying a portion of a small credit,,"slippage protection is needed, small loan suffer from fees",Inadequate coded POC alleging the flaw,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L156-L177,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L274-L301""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L156-L177,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L274-L301""",,,,,,,
Unsatisfactory,validation-52,Unvalidated Tenor Parameter Vulnerability in `getBorrowOfferAPR` and `getLoanOfferAPR`,,,Low QA on zero value check,,,,"""""",,,,,,,
Unsatisfactory,validation-525,Overdue or underwater positions may become unliquidatable if there are not enough borrowATokens to repay lenders.,,paused cannot repay,Known readme issue,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L113,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L135-L136""",,,,,,,
Unsatisfactory,validation-526,limit order might be filled with undesired apr,,feature improvement,Incorrect perceptions,,,,"""""",,,,,,,
Unsatisfactory,validation-527,borrowers can't use some credit positions to compensate their debt positions,,minmumCollateral affects compensate,Impractical proof on an intended design,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L132-L134,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L132-L134,,,,,,,
Unsatisfactory,validation-528,Certain configurations of liquidationRewardPercent could disincentivize liquidators,,expected behavior,Low QA on trusted admin parameter control,,,,"""""",,,,,,,
Unsatisfactory,validation-529,ETH collateral depositers will lose funds in the depegged event of weth,,,Known readme issue,,,,"""""",,,,,,,
Unsatisfactory,validation-53,Inaccurate Collateral Token Amount Calculation Due to Unaccounted Decimal Difference in `debtTokenAmountToCollateralTokenAmount`,,,Insufficient proof (lacking coded POC) alleging the flaw,,,,"""""",,,,,,,
Unsatisfactory,validation-530,Manipulation of collateral ratios in `SelfLiquidate` via precision and timing exploits leading to unjust collateral extraction,,,Incorrect perceptions on the current design,,,,"""""",,,,,,,
Unsatisfactory,validation-532,APR Calculation is Favoring the Borrower Instead of the Lender,,no impact description,Inconsequential low issue,,,,"""""",,,,,,,
Unsatisfactory,validation-533,Protocol Profits Should Round in Favor of the Protocol and Not the Liquidated Borrower,,rounding direction liq,Low and inconsequential,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L157,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/LoanLibrary.sol#L157,,,,,,,
Unsatisfactory,validation-534,"Users Can Place Offers That Are Never Collateralized, Leading to Many Dirty Orders in the Order Book",,feature improvement,Low QA on spamming,,,,"""""",,,,,,,
Unsatisfactory,validation-535,"Loan and Borrow Offers Are Not Being Reset After the User Deposit Has Been Used, Leaving Stale Orders on the Order Book.",,feature improvement,Inadequate coded POC alleging the flaw,,,,"""""",,,,,,,
Unsatisfactory,validation-536,"When both `low` and `high` are large enough value, overflow will occur",,,Low QA reported by bot,,,,"""""",,,,,,,
Unsatisfactory,validation-539,The price in `PriceFeed::_getPrice` is not checked if it is between the min and max price,,oracle minAnswer,No longer needed per Chainlink,,https://github.com/code-423n4/2024-06-size/blob/main/src/oracle/PriceFeed.sol#L84-L94,,https://github.com/code-423n4/2024-06-size/blob/main/src/oracle/PriceFeed.sol#L84-L94,,,,,,,
Unsatisfactory,validation-54,Unchecked Repayment Amount Leads to Underflow Vulnerability in `repayDebt`,,,It's being circumvented at (repayAmount > debtPosition.futureValue),,,,"""""",,,,,,,
Unsatisfactory,validation-541,Lenders are not getting interest from AAVE when claiming,,"seems misunderstanding, when the loan is borrowed, it is no longer at AAVE",They will be when withdrawing,,,,"""""",,,,,,,
Unsatisfactory,validation-545,DoS when trying to access the newly created debit & credit position,,,Devoid of coded POC to allege the exploit,,,,"""""",,,,,,,
Unsatisfactory,validation-548,"`SellCreditLimit` function allows blacklisted addresses to create borrow offers, bypassing USDC restrictions",,,Readme and commonly known issue,,,,"""""",,,,,,,
Unsatisfactory,validation-549,The `YEAR` is constant in `Math` contract and its value is 365 days which is not always correct,,,Low inconsequential,,,,"""""",,,,,,,
Unsatisfactory,validation-55,Inconsistent Total Debt Accounting Due to Missing Update in `createDebtAndCreditPositions`,,,Incorrect perceptions,,,,"""""",,,,,,,
Unsatisfactory,validation-552,It doesn't validate `variablePoolBorrowRateStaleRateInterval` when `Size#updateConfig()` is called to update `variablePoolBorrowRateStaleRateInterval`,,,Low on zero value check,,,,"""""",,,,,,,
Unsatisfactory,validation-553,A lender can Bypassing the validateUserIsNotBelowOpeningLimitBorrowCR  Check in BuyCreditMarket there breaking a main invariant,,,Intended design,,,,"""""",,,,,,,
Unsatisfactory,validation-56,Missing Update in `createCreditPosition` Function Leads to Inconsistent Credit Position Tracking.,,,Inadequate coded POC alleging the flaw,,,,"""""",,,,,,,
Unsatisfactory,validation-563,Frontrunning risk for `setUserConfiguration` function for very profitable CreditPositions,,forsale true,Intended design. Known Solidified issue 7,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L81,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L119""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L81,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L119""",,,,,,,
Unsatisfactory,validation-569,`liquidatorProfitBorrowToken` send to wrong address,,,Insufficient proof,,,,"""""",,,,,,,
Unsatisfactory,validation-571,Lack of function `claimReward()` to claim reward,,"aave reward, seems QA",Insufficient proof alleging the flaw,,,,"""""",,,,,,,
Unsatisfactory,validation-572,Lenders can set extremely high interest rate on loans.,,,No borrower would bite on it then,,,,"""""",,,,,,,
Unsatisfactory,validation-573,Potential DOS for buy credit market and sell credit market,,,Low on zero value check,,,,"""""",,,,,,,
Unsatisfactory,validation-575,minTenor check in validateCompensate() will DOS loan compensation,,expected behavior,Intended design,,,,"""""",,,,,,,
Unsatisfactory,validation-579,"Credit positions can be bought instantly, which may lead to lenders losing funds",,forsale true,Intended design,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L81,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L119""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L81,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/AccountingLibrary.sol#L119""",,,,,,,
Unsatisfactory,validation-581,Chainlink's `latestRoundData` Might Return Stale Results,,oracle stale,Known readme issue,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L64-L89,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Compensate.sol#L64-L89,,,,,,,
Unsatisfactory,validation-583,A Lenders address can be matched against his borrow offer in the Liquidated with Replacement Function thereby leading to loss of funds by the lender.,,expected behavior,Devoid of coded POC to allege the flaw,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L47-L112,,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L47-L112,,,,,,,
Unsatisfactory,validation-586,"Some liquidations are not properly incentivized due to gas prices exceeding liquidation rewards, especially on Ethereum mainnet",,QA,Low QA and informational,,,,"""""",,,,,,,
Unsatisfactory,validation-587,Inaccurate Liquidatability Assessment Due to Omission of Protocol Fees,,no significant loss,Fee should indeed be factored in pre-calculation,,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L98-L115,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L98-L115,""""""",,,,,,,
Unsatisfactory,validation-59,Incorrect Variable Name in Error Message of `validateBorrowATokenIncreaseLteDebtTokenDecrease` Function Leads to Confusion,,,Low informational/QA,,,,"""""",,,,,,,
Unsatisfactory,validation-590,Users Can Steal ETH Balance with Minimum Investment,,address(this).balance,The user will be lucky with a foolish attacker then,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Deposit.sol#L71,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Deposit.sol#L71,,,,,,,
Unsatisfactory,validation-595,"Incomplete validation check in the [Claim::executeClaim], a lender can claim a token before its duedate of repayment without the borrower acknowledgement/approval",,,Inadequate proof alleging the flaw,,,,"""""",,,,,,,
Unsatisfactory,validation-596,Malicious user can DoS every deposit of ```USDC``` at no cost by sandwiching it to not passing ```validateBorrowATokenCap``` check.,,"sandwich to grief, but seems no big loss",Intended design. Known Solidified issue 7. Infeasible in the context after all,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Deposit.sol#L80,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Deposit.sol#L80,,,,,,,
Unsatisfactory,validation-6,gasPrice,,,Low QA on user input mistake,,,,"""""",,,,,,,
Unsatisfactory,validation-60,Unchecked Debt Position ID in `getDebtPositionByCreditPositionId` Function Leads to Potential Revert,,,Inadequate proof alleging the flaw,,,,"""""",,,,,,,
Unsatisfactory,validation-600,Missing check for zero value of msg.value can cause a DoS attack on the deposit function,,,(params.amount == 0) will make a revert,,,,"""""",,,,,,,
Unsatisfactory,validation-602,Users can not withdraw and use their borrowed USDC tokens if their collateral ratio is below openingLimitBorrow CR,,too strict CR affect withdraw,Intended and known issue,,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L162,,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L162,,,,,,,
Unsatisfactory,validation-603,Users can not delete a BorrowOffer while the protocol is paused leading to an unwanted loans when the protocol continues operating which he will have to pay fees for.,,paused cannot delete order,Known readme issue,,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L166-L172,,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L166-L172,,,,,,,
Unsatisfactory,validation-609,Liquidate doesn't always increase the sender collaterals as per LIQUIDATE_01 invariant,technicality,"partial liquidation, relate to validation#315","Invalid assumptions. Self liquidation concerns the lender, NOT the borrower",,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L210-L220,,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L210-L220,,,,,,,
Unsatisfactory,validation-61,Unhandled Invalid Position ID in getLoanStatus Function Causes Revert,,,Inadequate proof alleging the flaw,,,,"""""",,,,,,,
Unsatisfactory,validation-610,Malicious lenders can create buy credit limit orders without depositing any tokens into the protocol.,,,Coded POC inadequate alleging the flaw,,,,"""""",,,,,,,
Unsatisfactory,validation-613,Impact of Variable Pool (Aave v3) Failures on Size Protocol's Liquidation Process,,,Known readme issue,,,,"""""",,,,,,,
Unsatisfactory,validation-614,The input parameter `_data` in `Size::multicall` is not checked and can be malicious,,,Inconsequential on user controlled calls,,,,"""""",,,,,,,
Unsatisfactory,validation-615,`Multicall` Out-of-Gas Exploitation Enables Front-Running Attacks on Critical Protocol Functions and Can Cause Loss Of Funds,,,Low QA frequently reported by the bot,,,,"""""",,,,,,,
Unsatisfactory,validation-616,Mishandling of ETH in the [Liquidate::executeLiquidateWithReplacement] can lead to accounting error and siphoning of fund by malicious user,,,Insufficient proof alleging the flaw,,,,"""""",,,,,,,
Unsatisfactory,validation-617,Potential APR Manipulation and Variability Issues in `BuyCreditMarket` function,,need apr cap,Intended design. Known Solidified issue 7,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L101,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L101,,,,,,,
Unsatisfactory,validation-618,Anyone can call `DepositTokenLibrary::withdrawUnderlyingCollateralToken` and `DepositTokenLibrary::withdrawUnderlyingTokenFromVariablePool` functions with arbitrary input parameters,,,Intended design,,,,"""""",,,,,,,
Unsatisfactory,validation-619,Liquidation with Replacement Transfers All the liquidatorProfitBorrowToken to the Protocol's Fee Collector without Forwarding the Liquidator(KEEPER ROLE) and Liquidated User a share of the BorrowAtokenprofit,,,Low QA on protocol controlled function,,,,"""""",,,,,,,
Unsatisfactory,validation-62,Inaccurate Collateral Assignment in `getDebtPositionAssignedCollateral` Function for Borrowers with Multiple `DebtPositions`,,,Incorrect assumptions,,,,"""""",,,,,,,
Unsatisfactory,validation-620,Post-execution validations in `size.buyCreditMarket()` could lead to DoS/State-Inconsistencies,,,Low QA on current design,,,,"""""",,,,,,,
Unsatisfactory,validation-621,Loss of Fund Value when User Deposit in the Size Contract,,,The user will be lucky with a foolish attacker then (It will be more than msg.value),,,,"""""",,,,,,,
Unsatisfactory,validation-624,Clash of MultiCall Calls Due to Incomplete Validation,,isMulticall,No actual scenario given,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/Multicall.sol#L27,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/Multicall.sol#L27,,,,,,,
Unsatisfactory,validation-625,Chainlink price feed will return the wrong price for USDC if underlying aggregator hits minAnswer,,oracle minAnswer,No longer needed per Chainlink,,https://github.com/code-423n4/2024-06-size/blob/main/src/oracle/PriceFeed.sol#L84-L94,,https://github.com/code-423n4/2024-06-size/blob/main/src/oracle/PriceFeed.sol#L84-L94,,,,,,,
Unsatisfactory,validation-626,Risk can be transferred forcefully to unwilling risk takers(borrowers who wants USDC).,,paused cannot withdraw,Intended design. Known Solidified issue 7. Infeasible in the context after all,,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L178-L195,,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L178-L195,,,,,,,
Unsatisfactory,validation-627,"The decimals precision of the `priceFeed` is not handled in `collateralRatio()`, leading to potential wrong valuation ",,"oracle decimal, seems wrong, need to double check the math",Insufficient proof (lacking coded POC) alleging the flaw,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L53-L64,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L53-L64,,,,,,,
Unsatisfactory,validation-628,Lack of Slippage Protection in `size.buyCreditMarket()` and `size.sellCreditMarket()`,,slippage,Known readme issue,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L121,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L127""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditMarket.sol#L121,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditMarket.sol#L127""",,,,,,,
Unsatisfactory,validation-630,`isDebtPositionLiquidatable` doesn't account for fees,,no significant loss,Fee should indeed be factored in pre-calculation,,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L98-L115,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L98-L115,""""""",,,,,,,
Unsatisfactory,validation-631,Borrow Token Withdrawals Blocked Due to Incorrect Opening Collateral Ratio Check,,too strict CR affect withdraw,Intended and known issue,,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L162,,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L162,,,,,,,
Unsatisfactory,validation-632,Credit Amount Can be Reduced Below The Minimum Credit Value,,,Catchy (0 < 0) == false,,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L17-L25,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/RiskLibrary.sol#L17-L25,""""""",,,,,,,
Unsatisfactory,validation-633,Possible Re-Entrancy in `repay::executearepay` leading to exploitable cases by a malicious user,,,Low CEI frequently reported by the bots. Invalid assumtions too,,,,"""""",,,,,,,
Unsatisfactory,validation-634,Possible Re-Entrancy in `repay::executearepay` leading to exploitable cases by a malicious user,,,Low CEI frequently reported by the bots. Invalid assumtions too,,,,"""""",,,,,,,
Unsatisfactory,validation-635,Invalid validation in `UpdateConfig.sol` prevents the swap fee apr from being more than the minimum,,maxTenor or minTenor,Low QA on protocol controlled function,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/UpdateConfig.sol#L119,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/UpdateConfig.sol#L119,,,,,,,
Unsatisfactory,validation-639,Withdrawal can fail even if user is not underwater,,too strict CR affect withdraw,Intended and known issue,,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L162,,https://github.com/code-423n4/2024-06-size/blob/main/src/Size.sol#L162,,,,,,,
Unsatisfactory,validation-64,Reentrancy Vulnerability in executeLiquidateWithReplacement Function,,,Inadequate coded POC to allege the exploit,,,,"""""",,,,,,,
Unsatisfactory,validation-641,Inadequate liquidation logic in `multicall` facilitates strategic abuse throughout bypass of liquidation checks in batched operations,,,Impractical proof on an intended design,,,,"""""",,,,,,,
Unsatisfactory,validation-644,Incorrect Credit Position Update in `CreateCreditPosition` Function,,"feature improvement, extra validation, but users can do themselves",Invalid assumptions on an intended design,,,,"""""",,,,,,,
Unsatisfactory,validation-645,Incorrect Validation of BuyCreditMarket,,,Inadequate coded POC alleging the flaw,,,,"""""",,,,,,,
Unsatisfactory,validation-646,Missing Validation for `maxDueDate` Exceeding Maximum Tenor in `BuyCreditLimit` Library,,maxduedate,Low QA on user input mistake,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditLimit.sol#L42,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditLimit.sol#L42,,,,,,,
Unsatisfactory,validation-647,Lack of circuit-breaker check in `PriceFeed.sol`,,oracle minAnswer,No longer needed per Chainlink,,https://github.com/code-423n4/2024-06-size/blob/main/src/oracle/PriceFeed.sol#L84-L94,,https://github.com/code-423n4/2024-06-size/blob/main/src/oracle/PriceFeed.sol#L84-L94,,,,,,,
Unsatisfactory,validation-648,`maxDueDate` is not checked against the `block.timestamp + state.riskConfig.maxTenor` value,,maxduedate,Low QA on user input mistake,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditLimit.sol#L42,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/BuyCreditLimit.sol#L42,,,,,,,
Unsatisfactory,validation-651,Oracle will return wrong price if price goes out of chainlink's minanswer/maxanswer,,oracle minAnswer,No longer needed per Chainlink,,https://github.com/code-423n4/2024-06-size/blob/main/src/oracle/PriceFeed.sol#L84-L94,,https://github.com/code-423n4/2024-06-size/blob/main/src/oracle/PriceFeed.sol#L84-L94,,,,,,,
Unsatisfactory,validation-652,Inability to Compensate Debt with Credit of Equal Due Date,,no significant loss,Intended design,,,,"""""",,,,,,,
Unsatisfactory,validation-654,Persistent Zero Profit for Protocol in Liquidation Events under Specific Market Conditions,,,18 decimal debtInCollateralToken NOT used,,,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/Liquidate.sol#L96-L99,""""""",,,,,,,
Unsatisfactory,validation-655,The [selfLiquidate::executeSelfLiquidate] is missing a step to account for transferring collateral to the lender and any other entity after self Liquidation,,,Incorrect assumptions and inadequate proof,,,,"""""",,,,,,,
Unsatisfactory,validation-656,Debt Token Repayment Mechanism Allows Users to Exploit USDC Depreciation,,,Commonly known issue in front-running,,,,"""""",,,,,,,
Unsatisfactory,validation-658,"`borrowOffer` can be replaced by calling `sellCreditLimit`, so that `buyCreditMarket` and `LiquidateWithReplacement` can be bypassed.",,"temporary DOS liq, but when price drops fast, it could lead to loss",Intended design. Known Solidified issue 7. Infeasible in the context after all,,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditLimit.sol#L45,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L72-L74""",,"""https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/SellCreditLimit.sol#L45,https://github.com/code-423n4/2024-06-size/blob/main/src/libraries/actions/LiquidateWithReplacement.sol#L72-L74""",,,,,,,
